text,label
"""3:15""
  Well i found a program that generator money
  It totally changed my life  𝔾𝔼𝕋𝕄𝕆ℕℂ𝔸𝕊ℍ. ℂ𝕃𝕌𝔹
  
  
  
අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
In Germany we pronounce pi like you did it ! great video,positive
I want your personal no.,neutral
16:01,neutral
"very well defined, best teacher",positive
0:43 How about 9 years old???,neutral
"cheat sheet website is throwing an error, is there another way that I can get those",negative
thank you Mosh it's very nice tutorial,positive
"python : print(""Hello World"")

java :                     package code.company;
                              public class Main {
                       public static void main (string[] args)
                             System.out.println(""Hello World"");
                         }
               }",neutral
"Wow this tutorial is amazing, I watched 40 minutes and i felt like I only watched like 15 minutes :D",positive
"Please Provide Me a valid Link for the cheat sheet, This one isn't Working.",neutral
Is there anyway to get full course i'm  student and can't pay that much,neutral
How to save a java file in order to send it to someone else?,neutral
can't seem to access the cheat sheet HELP!!!!!!,neutral
"""dry"" stuff bro. Excellent work :)",positive
where can i continue learning java for free? I don't have the money to buy any online courses.,neutral
"What is the name of this code editor please?
I don't have data to download the video yet.",neutral
turkish lyrics,neutral
Thank you Mosh! I`m new in Java. Now I have basic knowledge!,positive
Do you guys find this helpful? Or am I the only one not understanding shit of Java...,positive
"At 34:27 for reference types,their's no need to put (x:1,y:1) we can directly add(1,1)(must be new update)
hope this helps 
Same with 49:49 in the replace function of Strings
Thanks!",positive
I ENJOY U :D,neutral
"Hey, for the cheat sheet it says 404 not found",neutral
I downloaded that editor and installed it but I Cant get in what to do?,neutral
Didn't know Jokoy is also into programming.,neutral
"The link for the java cheat sheet does not get sent no matter what I do. Not in junk or promotions. 

Otherwise great video.",positive
I wish you were my teacher,neutral
my respect for Mosh is so high. I am grateful to you,neutral
"I really appreciate the way you teach, it's very helpful lecture! Java program is considered by most students like pulling a teeth but you make it a piece of cake! Thanks a ton again for your valuable time & sharing free !🙏🙏",positive
So it's like c#,positive
Toby Lowe is a lovely fella,neutral
hello  Mosh i want to advance my level of software knowledge with java to another level. so i would want a video that guides me to code a web application especially an ecommerce one. thank you. please get back to me.,positive
"Before this video I really didn't know it would be pronounced as ""pi"" 😂",neutral
your head is shining like one punch man XD.,positive
"I have a question for mortgage calculator. If I use byte value for number of years, how do I get rid of exit code error once I type value greater than 127. Everything else works fine (including infinite loop while (true))",negative
I am here to learn to code minecraft plugins lol!,neutral
"Teachers: NO CALCULATORS IN CLASS
Me: hold my arithmetic expressions",neutral
Video is amazing. I am learning to make automatic tests in Java and this tutorial helps a lot. One of rare videos that explains things simple and very clear to understand.,positive
where can I find the summary sheet?,neutral
I'm twelve and I want to learn coding but idk if i should start with this. Any advise?,neutral
Perfect !,neutral
"well, you pronounced ""pi"" correctly in C# video then :D I always make fun of Americans for pronouncing it as 'pie'",positive
"Hey Mosh I love your videos so much I actually subscribe to your online course. Unfortunately the video on your online course is erratic at best it stops and starts. Just stops, I contacted you directly through contact form, I then I discovered that your course is hosted by teachable. Impossible to reach anyone in the company and their star ratings and reviews are terrible. 
I think your method of teaching is fantastic that's why I subscribe to your course. This needs to be resolved or I may have to ask for my money back thank you.",neutral
"hi at 2:10, the initialization of i in the while loop should be set to 5, and not to 0, with zero the loop will not execute, because you are decrementing",neutral
This gave me goosebumbs idk why im just a 12 year old 😅,neutral
It didnt work for me,neutral
Great content!,positive
"""1:18""
Yea i've been getting paid with 𝗣𝗣𝗢𝗡𝗟𝗖𝗔𝗦𝗛.𝗖 𝗢 𝗠
i'm making over $1174 a week with them!


ਹਰ ਜੰਤਰ ਤੇ ਉਪਲਬਧ ਹੈ",neutral
"Great video!!! I'm glad to have this training available on YouTube. Thanks, Mosh",positive
God bless you Mosh!,neutral
"Hy guy's 
I am beginners to programming I have no clue to how to start programming can anyone suggest 

Which programming language should I start??? Like c, c++ python or java",positive
"""2:15""
Yea i've been getting paid with 𝗣𝗣𝗢𝗡𝗟𝗖𝗔𝗦𝗛.𝗖 𝗢 𝗠
i'm making over $2115 a week with them!


ਹਰ ਜੰਤਰ ਤੇ ਉਪਲਬਧ ਹੈ",neutral
پرچمت بالاست,neutral
excellent course very informative,positive
The video starts here 0:00,neutral
When will intermidiate c0urse release?,neutral
Can I do this on visual studio code,neutral
"1:54:00 ternary operators
1:56:20 switch statement",neutral
"What an excellent tutorial, beautifully delivered.",positive
1000,neutral
"salute for best explanation.amazing,love it !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",positive
1h02min50s actually in french you can say pi the way you said it in the past,neutral
use eclipse,neutral
anyone,neutral
where is source code of martgage calculater? please! i cannot find,neutral
"I will hold your hand in this course! Now, what tutor would have said that much for his beginner students? Thank you",positive
"""0:39""
Yea i've been getting paid with 𝗣𝗣𝗢𝗡𝗟𝗖𝗔𝗦𝗛.𝗖 𝗢 𝗠
i'm making over $2034 a week with them!


ਹਰ ਜੰਤਰ ਤੇ ਉਪਲਬਧ ਹੈ",neutral
This man is a legend! RESPECT++,neutral
Why still have people who dislike knowledge channel??  give  appreciation please!! Thanks for your sharing sir!!,positive
2:29:45  Did you just end video with cliff hanger. You are good.,neutral
"Hi Mosh, what java course should I take to get me a job as an entry-level java developer?",neutral
"Hi @mosh in String class the method indexOf if we have same char in a same string  what is the index will it give? Ex: ""Hello World"" if we want to know index of char 'o'?",neutral
"l = ""learning""
c = ""car""
j = ""is just like driving""
print(f""{l} python {j} an automatic {c}"")
print(f""{l} java {j} a manual {c}"")",positive
I vote for you as it is easy for me to understand,neutral
"Hey beginners run this code infinite loop

       for( int i = 5 ;i >=1;++i )
        System.out.println(""Bitch""+i);",neutral
Bless this man,neutral
"""2:29""
Yea i've been getting paid with 𝗣𝗣𝗢𝗡𝗟𝗖𝗔𝗦𝗛.𝗖 𝗢 𝗠
i'm making over $2862 a week with them!


ਹਰ ਜੰਤਰ ਤੇ ਉਪਲਬਧ ਹੈ",neutral
"In min (02:05:00) on FizzBuzz Exercise here is my code:
if(num%15==0)
    System.out.println(""FizzBuzz"");
else if(num%5==0)
    System.out.println(""Fizz"");
else if(num%3==0)
   System.out.println(""Buzz"");
else System.out.println(num);",neutral
You are awsome dude ! Thanks for your time <3,positive
This man taught 3 million people!!! He is building up some serious competition lol,neutral
I like his name lol,positive
"2:05:00
Another solution would be:

Scanner scanner = new Scanner(System.in); //create Scanner
System.out.print(""Enter a number: "");
int num = scanner.nextInt(); //scan the input

if(num % 5 == 0)
            System.out.print(""Fizz"");
 if(num % 3 == 0)
            System.out.print(""Buzz"");
if ((num % 5 != 0) && (num % 3 != 0))
            System.out.print(num);",neutral
thank You♥️☺️,positive
"""2:19""
Yea i've been getting paid with 𝗣𝗣𝗢𝗡𝗟𝗖𝗔𝗦𝗛.𝗖 𝗢 𝗠
i'm making over $1429 a week with them!


ਹਰ ਜੰਤਰ ਤੇ ਉਪਲਬਧ ਹੈ",neutral
"I can not find ""mortgage calculator"" Mosh code? Can someone link it or paste it for me?",neutral
Thank you so much Mosh for this valuable and informative tutorials for free ❤️,positive
"2:06:03 i did this instead.

        Scanner scanner = new Scanner(System.in);
        System.out.print(""Number: "");
        
        int number = scanner.nextInt();

        String fizzbuzz = (number % 5 == 0 && number % 3 == 0) ? ""FizzBuzz""
                : (number % 5 == 0) ? ""Fizz""
                : (number % 3 == 0) ? ""Buzz""
                : String.valueOf(number);
        
        System.out.println(fizzbuzz);",neutral
please make android development tutorial,neutral
"""3:53""
  Well i found a program that generator money
  It totally changed my life  𝔾𝔼𝕋𝕄𝕆ℕℂ𝔸𝕊ℍ. ℂ𝕃𝕌𝔹
  
  
  
අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමය",positive
"Hi Mosh - Didn't get the email, tried everything you mentioned, could you please email the cheat sheet to me at sidratra123@gmail.com?",neutral
1:10:38 (reminder),neutral
"System.out.print(""enter the number : "");
            Scanner scanner = new Scanner(System.in);
            int number = scanner.nextInt();
        int isFizzBuzz = (number % 3 == 0 && number % 5  == 0) ? 1 : 0;

            switch (isFizzBuzz){
                case (1) :
                    System.out.println(""FizzBuzz"");
                    break;
                case (0) :
                    if (number % 3 == 0)
                        System.out.println(""Fizz"");
                    else if (number % 5 == 0)
                        System.out.println(""Buzz"");
                    else System.out.println(number);
                    break;

            }",neutral
22:22 in 2021 it is Java SE 15,neutral
Thank you sir! This is incredible.  Please don't stop making this kind of video.  God bless.,positive
is it normal to write java programms with 14? and thanks thit tutorial was perfect,positive
"Now I know, why there is ""//"" after https :D",neutral
39:00 Date,neutral
i can see the whole code in last part about the mortage,neutral
"You are my hero from this day! Ooh man, you redefined the meaning of teaching and what does passing information to the public mean. I am a totally beginner to this subject and I feel I understand what you say like Java is my specialization. I am proud of you brother. Thanks! Wooow",positive
"1. No indian accent!
2. Good mic, and there is no background noise, or breathing
3. 60 fps

Does this man even know how to teach java?",neutral
"1:33:30 yo can we not do it like :-
Scanner P = new Scanner(System.in);
System.out.println(""Principal:"");
int p = P.nextInt();
Scanner R = new Scanner(System.in);
System.out.println(""Rate of Intrest"");
double r = R.nextDouble();
Scanner T = new Scanner(System.in);
System.out.println(""Time in Years"");
double t = T.nextDouble();
double SI = p*t*r/100;
double amount = p+SI;
System.out.println(""Principal and Amount = "" +SI +amount);",negative
Mosh you are the best !!!!!!!!!!!!!!!,neutral
Unable to  get cheat sheet,neutral
"What if I want to display for example the last three characters of the string ?
What should I do?",neutral
How much does the full course cost?,neutral
I got an add for your python course... On your own video... What,neutral
"waw thanks, a very helpful tutorial, if you wish please visit my channel",neutral
17:26 for personal use just ignore,neutral
"21:02 Might be ok for mac users etc, being windows i just get Could not find or load main class com.codewithmosh. Unfortinately, every step i take to learn some form of code comes with a shit ton of hoops I have to learn to do first.. Eclipse it was the stupid Java version error.. now i have this. I seem to spend more time googling ""how to fix.."" than simply learning along. I think this tutorial should be named "" Java Tutorial for Beginners Mac"", else you do not run into the same problems etc. Time stamps would be nice too to avoid multiple ads to try and rewind slightly. Many thanks for your effort and I appreciate your time showing us this tutorial..but I don't want to be constantly fixing errors that aren't meant to be there.",neutral
Can any graduate tell us how much time he/she spend in university to learn all this?,neutral
thanks i can finally make peapole happy!,positive
"In Germany we say ""Pi"" too :-)",neutral
wow thanks for this very clear beginner's tutorial... I subscribe now...,neutral
"shorturl.ca/girlxhotleekh






C'è qualcosa a cui pensare: le azioni dei rappresentanti dell'opposizione sono unite in interi gruppi della loro specie. In particolare, la comprensione dell'essenza delle tecnologie di risparmio delle risorse garantisce la pertinenza dei compiti fissati dalla società.🤩
現在の国際情勢を考慮に入れると、一部の反対者の有罪判決は、標準的なアプローチの必要性を明確に修正します。現代の技術は、社会志向の国家プロジェクトに向けたコースが、設定されたタスクに関連して参加者がとる立場の質の向上に貢献するようなレベルに達しています。",neutral
"Hello  Mosh, the link of your cheatsheet is dead.",neutral
"I really appreciate the ""HollyWood grade"" content and instruction style that is iconic to Mosh. I shall continue to promote anything with your name on it.",positive
This video is very helpful and I really like it💐😍,positive
Thanks *Dumpscardingg* on telegram I got my dumps†pin from him with good balance on it thanks so much bro I will always hit you up for more business 💯,neutral
Hope that my teacher learns teaching skills from this video -_-,neutral
"Bruh, this is the best one out there...",neutral
This is my fucking sleeping pill,neutral
"This is just awesome thanks Mosh for this amazing video
Thank u .",positive
"German people also say ""Pee""",neutral
love you from iran   pi پی,positive
😂 Just realized this video is a great lure to buy the mastery course,positive
I LOVE Mosh's instruction style SO much. I've spent hours upon hours on so many platforms these past few months...this video was everything I needed! It provoked me to look at his more in-depth courses. Bought the Java Bundle...then wound up signing up for unlimited access. It's just too damn awesome for me not to! I learn so much in the Mosh pit!! :),positive
8:58 will comeback later,neutral
thank u mosh ur video helped me a lot and before watching this video i dont even know what is java and now after watching this video im writing a code in java language,positive
the cheat sheet no longer works? says site cant be reached,neutral
buy bitcoin !,neutral
"I bought my credit card from **Dumpscardingg** on telegram with the easiest method to cash it out which worked 100% no red flags at all you own me a lot bro,I also do cashapp flip from him and I received the balance I requested from him so fast and reliable go for him guys, he is the best vendor I have ever met 💯",neutral
thanku i really like it,positive
Your Cheat List sucks,neutral
great vid,positive
Who Here Is From School 8th Std ICSE,neutral
me watching this video in System.out.println(now);,neutral
you are amazing,positive
39:30:00,neutral
I think you went a bit first  in this course. I love the way you taught python,positive
This is my comment  up gotta nicely shaped head,neutral
THANK YOU SO MUCH! I learned way more with you than at school i even bought your course im so excited to start!,positive
Beautiful...,neutral
At the point in course where you write an equivalent while loop. You have to initialize 'i' to 5.,neutral
Thankyou ♥️. May God bless you,neutral
1:08:42 (personal timestamp),neutral
Is the cheat sheet no longer available?? It says page not found,neutral
"Hey if anyone call help me out, im using eclipse for java, at 40:40 when he does the Point it automatically give you an import but on this you dont get that option if anyone knows how to get that option on Eclipse that would be a big help, thank you!",positive
Can someone explain what is meant by static and why the main method is always static?,neutral
Fake,neutral
"WAIT HOLD UP  
PLEASE SHOW ME A JAVA TUTORIAL ON YOUTUBE THAT IS AS GOOD AS THIS 
NVM YOU WONT BE ABLE TO (BTW ITS FREE !!!!!!!!!!!!!!!!!!!!!!!!!!)",neutral
"2:04:20 
import java.io.*;

 // Compiler version JDK 11.0.2

 class Dcoder
 {
   public static void main(String args[])throws IOException
   { 
     BufferedReader br=new BufferedReader(new InputStreamReader(System.in));
    System.out.print("">"");
    int num= Integer.parseInt(br.readLine());
    if(num%5==0) System.out.print(""Fizz"");
    if(num%3==0) System.out.print(""Buzz"");
    else if(num%5!=0) System.out.print(num);

   }
 }",neutral
I like how you explain the contents before going into detail.,positive
"i had to write byte age = 3;
        System.out.printf(String.valueOf(age));
what is the valueOF?",neutral
arigato Mosh-san!,neutral
Thank you so much Sir for this tutorial and the free cheatsheet. Godbless Sir. I want your java full course but i dont have enough money that is why i watched your tutorial without skipping. Frm phillippines,positive
1:30:45 is my marker,neutral
"Hello! 
Sir,  I'm from Pakistan
 I've to say congratulations on being the best programming guru,  you really deserve it Sir",neutral
57:04 Don't mind me,neutral
"Mosh, thank you so much for giving an explanation for just about every word that you type, whether it be short and sweet to be elaborated upon at a later time, or an in depth explanation from the start. I get so tired of when teachers tell me to write a ton code only to say ""Don't worry about this line of code, I'll explain later"", or never explain it at all. It's so frustrating since the way I learn and conceptualize is by understanding why I'm typing something.",neutral
https://www.youtube.com/channel/UCkH12bw-fvdC3IlGKn4DqHw?sub_confirmation=1,neutral
1:01:23 Stopping here for the timebeing,neutral
43:51:00,neutral
Thanks for the course. Cheat sheet is throwing 404. Please fix it. 🙏,positive
Thank you so muchh....,positive
"Hi Mosh, Thanks for making such valuable videos. I have learned a lot from your videos, Python, React, JS and now Java. I have one question. I am building an app that uses socket. There will be only 50 clients connected to a server. I am confused should I write code in Java or Python. I like java syntax better than python, but in python development is very fast, may be I need to explore java more. All I want is to invest my time in a language which is future safe and more job opportunities. What is your opinion? Thanks",positive
download link doesnt work,neutral
Can someone help me as I didn't receive the java cheat sheet.pls,neutral
Great vid!,positive
Thank you Mosh for this fantastic tutorial. I am learning Java at Uni now and your videos really help me understand Java. I am for sure signing up to your course!,positive
"Java is similar to C #. If you know C#, you can probably learn how to program in Java easily.",neutral
Hats off Mr.Mosh. You are outstanding. Excellent!!!,positive
Brazil here in the pee gang,neutral
This is a great tutorial. I think a capstone project or two in the full course will go along away.,positive
"Any ideas why my terminal doesn't look the same? downloaded the sdk, so not sure where I went wrong? Thanks!",neutral
Very well explained 👏👏👏,positive
"27:55 I was listening to Sean paul's ""temperature"" when you wrote that!!!!",neutral
I also post a lot of videos like this 74299,positive
Bro I feel so dumb I couldn't do the calculator 😥,neutral
I just learned python from you and I miss the simplicity of python lol,neutral
"1:03:05 haha glad that Im not the only one who mispronounced PI. I still remember, that was an awful moment for me:) btw, I am currently study mathematics, and computer science and I am happy that I had chance to see your video. seeing successful  people from my country in my field makes me proud and motivated. your explanation was just awesome. mersiiiii :)",neutral
its helping alot,neutral
This video is helping me learn Java Thanks For making the Video.☺,positive
You should own white,neutral
Where are the C and C++ beginer tutorials????,neutral
"What jdk should i use, should i still use the 12 ?",neutral
"Hi Mosh, thank you for this tutorial just want to confirm the one for loop at 2:21:58 of the video

As a Kinesthetic person trying to execute the for loop in reverse i got an ""Exception"" / error

What i've found is that
        for (int i = fruits.length; i > 0; i--){
            System.out.println(fruits[i]);
        }
declaring the int ""i"" making the integer value 3 but looking for the 4th entry as ""i"" in the fruits array as the array entries will be [0,1,2]

The correct way after playing around is
        for (int i = fruits.length - 1; i > -1; i--)
            System.out.println(fruits[i]);

Wish there was a way I could privately sent this message - I will be enrolling in the course as soon as I am done with this tutorial. Once again thank you",positive
Learn how to make this bot on my channel,neutral
Thank you for teaching me Java.,positive
Him saying 5 to 10 mins on the exercises is really killing my self-esteem... if I ever had one,neutral
Desperately waiting for Object oriented course with Java.,neutral
Does jdk have a built-in ide when u download it?,neutral
"Hi, Mosh! Thank you for this wonderful video tutorial! Could you please check the link for the cheatsheet? When you press the button, it returns a 404.",positive
if Your want full course of Java With Mosh contact me,neutral
How to get Software Job in Pandemic :https://youtu.be/81wBevDnlt0,neutral
Que Dios nos perdone.,neutral
Can u help me to do one Brickwork exercise someone,neutral
This is the way Java should be tought,neutral
Mosh ser❤️,neutral
1:40 dog: help my please,neutral
Your tutorials are Priceless,neutral
Lol I almost crashed my computer by running for (int i = 5; i >= 1; i++),neutral
i love u .,positive
"Its so satisfying when your code works first try.
Mortgage Calculator ACED.",neutral
why is 10/3 = 3.3333333333333335?,neutral
"If you use NETBEANS and get errors with

Pointer pointer1 = Pointer(x:1, y:2); // x and y are IntelliJ COMMENTS ONLY!
Pointer pointer1 = Pointer(1,2);
 //This is the actual source code",negative
"Hi, I got stuck at 17:38 , I cant type in terminal and it gives me this information;
// ""Microsoft Windows [Version 10.0.18363.1256]

(c) 2019 Microsoft Corporation. Med ensamrätt.

C:\Users\Datorn\IdeaProjects\untitled01>
"";

It is not displayed as Moshes program. 
Please help...",neutral
"hello Moash, where can i find the second level of the java tutorial? (intermediate)",neutral
"I've written the same code but my output is different. Why is it different?
Principle: 100000
Annual Interest Rate: 3.92
Period (years):30
Mortgage: -$1.00",neutral
"Am stoke in learning java. But mind telling me what version should I install?

Thanks again you are a life saver Mosh.",positive
I don't understand how you can actually dislike this,neutral
Could someone please tell me why I’m getting a warning alert when trying to download IntelliJ? It reads: “The following disk images couldn’t be opened. Reason corrupt image”,neutral
where are the source code for the projects? Thanks!,positive
the best java course I have ever seen thanks mosh we owe you alot❤❤🙌,positive
Kind of complicated on windows,neutral
"I like your courses, you speak is good and makes stuff more interesting and seem so simple :)",positive
1000 adds 😭😭,negative
*Laughs in BLUEJ*,neutral
"Best course. But bug spotted. Timestamp:- 02:21:56 -- in for loop, length is 3, but there is no array index 3",negative
"This is a great introductory course. I think for the mortgage calculator project, if you could also add the code to handle invalid datatypes, that will help",positive
01:15:10,neutral
"when i try the Array.toString method it gives me an error saying ' java: method toString in class java.lang.Object cannot be applied to given types;
  required: no arguments
  found:    int[]
  reason: actual and formal argument lists differ in length ', any advice on this?",neutral
20:57 ia my place so dont mind me,neutral
did he delete the other parts of the playlist from youtube or am i just tripping?,neutral
From srujanshenoy: read input from user is not working in virtion 15.01 can u tell how to do it in 15.0.1,neutral
Mosh for president 2024!!!,neutral
"hi mosh , why u won't make one video on Realtime solutions on software's and how to build software in companies when we enter and solutions that we should use when we get any requirement or change request in companies or Realtime's, Take this as High Priority and go a head Please Mosh all people side",neutral
"I appreciate all of your effort that needed to make this video, but I have a question. At 18:00 I did the same thing as you, but it says that all the codes, starting with $, aren't recognized. Maybe it's because I have version 15 instead of 12?",positive
"Hey, I’m new to java and I was wanting to make games with it. Is that possible? Should I rely on java to make games?",neutral
Your video help me to  learn Java in * 3 hours* . Thank you so much.,positive
"when I was doing the system.out.println(""Hello World""); thing, it didn't show any type of auto complete or anything like that and when I did control r, nothing happened. is there any thing that I can do to fix this? by the way, I am using  intellij idea",positive
Dude you're frickin awesome,positive
So happy to make first calcualator,neutral
https://play.google.com/store/apps/details?id=com.gui.technotes,neutral
Are oops concepts included here?,neutral
i spent more than 3 hours for mortgage calculator exercise. Is that bad? also instead of $472.81 it printed € 472.81 ( space between € and the price per month..) how can i remove that space? i tried trim as you taught us to but it didnt work... also awesome work so far,neutral
when I opened my IntelliJ it didn't show anything written on it like yours do and it doesn't even have an option to write codes where do I start?,neutral
I really like how you have those breaks throughout this video. This is very creative!,positive
"Please make a video on behind the scene java 
I want to know what exactly computer understands or performs whatever I write 
Moreover I want to learn binary language also",neutral
"I subscribe,i 👍 

Big thanks mr mosh",neutral
May you upload the next level please ??,neutral
You are very good at teaching. Thank you.,positive
I'm all for bigger fonts for clarity but this was excessive.,neutral
I'm confused he mentioned clean coding like 5 times at the end but kept interrupting himself with website plugs. Is there another part to this or something?,positive
He even looks like the cool dude who supports everything you do.,positive
"Link:

https://play.google.com/store/apps/details?id=com.newandromo.dev958281.app1047354

#Coding app🔥
#Topicwise Coding questions🔥
#Ads free🔥
#placement coding questions 🔥
#questions asked by top companies🔥",positive
Thx so much my dude! I’m getting started with Minecraft Modding right now so this is the perfect vid for me!,neutral
"I did it in my first try. 1:30:45 




 package src;

import java.text.NumberFormat;
import java.util.Scanner;

public class mortgageCalculator {

    private static Scanner scanner;

    public static void main(String[] args) {
        
        scanner = new Scanner(System.in);

        final byte Months_In_Year = 12;
        final byte Percent = 100;

        System.out.print(""Enter the Principal Amount: "");
        int Input_Principal = scanner.nextInt();

        System.out.print(""Enter the Time (Years): "");
        int Input_Time_In_Years = scanner.nextInt();

        System.out.print(""Enter the Annual Rate: "");
        double Input_Annual_Rate = scanner.nextDouble();

        int Req_Time = Input_Time_In_Years * Months_In_Year;
        double Req_Rate = Input_Annual_Rate / Percent / Months_In_Year;

        int P = Input_Principal;
        int n = Req_Time;
        double r = Req_Rate;

        double Mortgage_Nonformatted = P 
        * (r * Math.pow(1+r, n)) 
        / (Math.pow(1+r, n)-1);
        String Final_Mortgage = NumberFormat.getCurrencyInstance().format(Mortgage_Nonformatted);

        System.out.println(""You have to pay "" + Final_Mortgage+ "" monthly."");
    }
}",neutral
"The course seem incomplete, especially toward the end.",neutral
I finished this video after that what video I should go any one help,neutral
"Hmmm, Hamedani 
Now I know where are you from",neutral
Your video is very helpful! I love videos like this. Maybe I am VIetnamese so I can't understand the whole of your video but yours still very helpful for me,positive
You explain things so much better than most people who make coding videos in my opinion. I'ma watch this entire thing for sure. I appreciate you going into every little detail & not skipping anything.,positive
Thank you for the valuables java lesson and cheat sheet🙏🙏🙏,positive
"Hello Mosh. How are you.? 
I just want to take a moment to really appreciate your tutorial vid. It is very easy and effortless to understand. Im a beginner in Java and this vid genuinely helped me understand. Thank you so much and happy new year. 

Kind Regards,
Sal Mush",positive
i have a strong feeling that ur persian,neutral
"I have a question about when you said String was a reference type. 

I tried to copy the code that you made during the ""Primitive Types vs Reference Types"" part of the video but for 2 strings instead of points, and made the following:

        String message = ""Hello World!"";
        String message2 = message;
        message.toUpperCase();
        System.out.println(message2);

#Output: Hello World!

I expected, as it is a reference type, that after I changed the property of String message, that message2 would change too because it is referencing the same object. 
Can anyone help me with this?",neutral
Just learned lua now this,neutral
Thank you Mosh.,positive
my project sdk is 15 what would i have to do now??,neutral
"2:18:33 for (;;) {} does the same thing as while (true) {}, but is slightly faster as it compiles to an unconditional branch instruction.",neutral
@Programming_with_Mosh the lead page for the Java cheat sheet is broken.,neutral
"why i am getting x =2  in the o/p?!
int x =0;
 x++;
 int y = x++;
 
 System.out.println(x);",neutral
"Mosh u r not only a teacher for java,python..
And also English teacher",neutral
why not include the first artifact? or did i miss that?,neutral
did i have to learn some other languages before learning java,neutral
cool and intresting thank you mosh,positive
"Hi Mosh, 
I really enjoyed your video. But as English is my second language, it is hard to understand for me. As I understood you are from Iran, so do you have any videos in Farsi too? Because here in the US, there lots of students from Iran who understand in English is hard for them.

Thanks!

Solmaz",positive
where is the source code link?,neutral
where's the rest of the tutorial??,neutral
Question is the difference between char and string is that char is for letters only and does it have to be one letter? And also string you can put numbers and words?,neutral
"Thanks Mosh, you saved me lots of time because you are a talented teacher.",positive
"Want help in solving trailhead questions\quiz\practic visit 'City Of Salesforce'  or need help in understanding any topic. Inbox your comment and ask me to cover any topic or trailhead quiz for Salesforce admin, Salesforce developer and Platform App builder.",neutral
where r the remaining 3 modules of this course,neutral
"I am waiting for this video, thank you",positive
where is the pdf to download,neutral
"Hello ever one .. 
i hav this error when i run the code 

Error: Could not find or load main class com.company.Main
Caused by: java.lang.ClassNotFoundException: com.company.Main",negative
ماشاالله,neutral
Hey can i  use notepad++ for java?!?!?,neutral
Need the source Code,neutral
https://javasneo.blogspot.com/2020/12/spring-boot-spring-data-mongodb-reactive-crud-example.html for java online tutorials For Beginners is a website that provides free and easy to understand java tutorials with example code. It teaches beginners how to program in an easy to understand way.,neutral
Sir the course is absolutely great very well explained. But its fill up with lots of AD which sometimes become annoying while concentrating.,positive
"i just wanna say THANK YOU, you are giving us this for free, you are the BEST",positive
"Learn a lot of things from u, thank u so much Sir.
Love and Respect from Pakistan.",positive
I want to learn oop in Java but your  video  doesn't  include it.,neutral
Stoked!! I'm 45 and I've been a painter for 26 years. So excited to learn this so I can change my family's life 🤗,neutral
Can we appreciate this guy that he is giving this much knowledge for free don't like my comment but like this channel and subscribe,neutral
"This course is really helpful 
Thankyou for putting all this together",positive
"Java course link :
https://www.udemy.com/course/java-for-beginner-q/?couponCode=63871B8C765F1D0E44AC

Free coupon code:
63871B8C765F1D0E44AC",neutral
Lmao I got ad from this man on his video,neutral
"Java Course link:
https://www.udemy.com/course/java-for-beginner-q/?couponCode=14C4BFE574F5016560B0

Coupon code:
14C4BFE574F5016560B0",neutral
Hey 👋 can do a complete oop C++ course????????? And C++ data structures and algorithms with ?????!!! There is C++ in your video catalog?????????,neutral
Sir when will you upload tutorial for intermediate?! 😀,neutral
"what did you do over the holidays


i built a _mortgage calculator_",neutral
"I have been working in IT for quite sometime, wanted to be UNIX administrator but ended up in IAM. So its time to seriously consider Java coding...thanks Mosh!!",positive
Has anyone been able to access the cheat sheet? Unfortunately I get an error message when I try and use the link.,negative
Java or C++ which is easier?,neutral
really enjoyed the vid bro. ur so underrated and definitely deserve more clout. I dropped a sub mind if you do the same?🙏😊,neutral
"I have no idea how to  approach making this calculator, but I don't want to look at the solution because I feel like that's cheating and I it's like I didn't do anything myself and I don't actually understand.",positive
"sir i am using your website ""codewithmosh""how to cancel subscription in website sir pls help",neutral
01:26:19,neutral
I hate to say this but string type are not reference types. sorry but u are wrong.,negative
Why can't I get the cheat sheet. can anyone please help me,neutral
YOU ARE AN ENGEL IN HUMAN FORM,neutral
I suggested your video to my students and so far great feedback 😆,positive
Free JAVA Programming Books ---> https://downloads.gidemy.com/java-computer-programming-books/,neutral
His skull is shining,neutral
Why do we put left brac/starting brac on the same line? What happens if we do not. In java?,neutral
"Thank you Mosh for this great fast tutorials. All Love 

quick note:
In the for each loops section, you must decrement one of the array size in the declaration of i",positive
"Hello comunity, i have an error in this line, someone knows why?
it set not a statement :0
Point point1 = new Point(x:1, y:1);",negative
why does he have a different website to download,neutral
"mr mosh
the cheat sheet is not available
can you provide a new link to download the cheat sheet",neutral
