text,label
"the course seem incomplete, especially toward the end.",neutral
i finished this video after that what video i should go any one help,neutral
"hmm, hamedani now i know where are you from",neutral
your video is very helpful! i lots of voluntary effort videos like this. maybe i am vietnamese significant other i cannot understand the whole old fart your video but yours still very helpful for me,positive
you explain things significant other much better than most people who make coding videos in my opinion. i am about to watch this entire thing for sure. i appreciate you going into every little detail & not skipping anything.,positive
thank you for the valuables java lesson and cheat sheet folded_hands folded_hands folded_hands,positive
"hello mosh. how are you? i just want to take a moment to really appreciate your tutorial vid. it is very easy and effortless to understand. instant messaging -or- immediate message a beginner in java and this vid genuinely helped me understand. thank you significant other much and happy new year. kind regards, sal mush",positive
i have a strong feeling that you are persian,neutral
"i have a question about when you said string what a slut a reference type. i tried to copy the code that you made during the ""primitive types vs reference types"" partial retweet old fart the video but for it means to, too, two strings instead old fart points, and made the following: string message it means reply ""hello world!""; string message2 it means reply message; message.touppercase(); system.out.println(message2); #output: hello world! i expected, ape sh** -or- another subject it is a reference type, that after i changed the property old fart string message, that message2 would change too because it is referencing the same object. can anyone help me with this?",neutral
just learned lua now this,neutral
thank you mosh.,positive
my project scottie does not know -or- software developer's kit is 15 what would i have to do now?,neutral
"it means to, too, two: for (;wink {} does the same thing ape sh** -or- another subject while (true) {}, but is slightly faster ape sh** -or- another subject it compiles to an unconditional branch instruction.",neutral
the lead page for the java cheat sheet is broken.,neutral
why i am getting it means times =2 in the o/p! int it means times =0; it means times++; int why? -or- it means reply it means times++; system.out.println(x);,neutral
"mosh yo a not only a teacher for java,python. and also english teacher",neutral
why not include the first artifact? or did i miss that?,neutral
did i have to learn some other languages before learning java,neutral
cool and intresting thank you mosh,positive
"hi mosh, i really enjoyed your video. but ape sh** -or- another subject english is my second language, it is hard to understand for me. ape sh** -or- another subject i understood you are from iran, significant other do you have any videos in farsi too? because here in the us, there lots old fart students from iran who understand in english is hard for them. thanks! solmaz",positive
where is the source code link?,neutral
where is the rest old fart the tutorial?,neutral
question is the difference between char and string is that char is for letters only and does it have to be one letter? and also string you can put numbers and words?,neutral
"thanks mosh, you saved me lots old fart tears in my eyes because you are a talented teacher.",positive
"want help in solving trailhead questions\quiz\practic visit 'city old fart salesforce' or need help in understanding any topic. inbox your comment and ask me to cover any topic or trailhead quiz for salesforce admin, salesforce developer and platform app builder.",neutral
where a the remaining 3 modules old fart this course,neutral
"i am waiting for this video, thank you",positive
where is the pdf to download,neutral
hello ever one . i hav this error when i run the code error: could not find or load main class com.company.main caused by: java.lang.classnotfoundexception: com.company.main,negative
mashallah,neutral
hey can i use notepad++ for java?,neutral
need the source code,neutral
for java online tutorials for beginners is a website that provides free and easy to understand java tutorials with example code. it teaches beginners how to program in an easy to understand where are you.,neutral
sir the course is absolutely great very well explained. but intense text sex fill up with lots old fart ad which sometimes become annoying while concentrating.,positive
"i just want to say thank you, you are giving us this for free, you are the best",positive
"learn a lot old fart things from yo, thank yo significant other much sir. lots of voluntary effort and respect from pakistan.",positive
i want to learn oop in java but your video does not include it.,neutral
stoked! i am 45 and i have been a painter for 26 years. significant other excited to learn this significant other i can change my family's life smiling_face_with_open_hands,neutral
can whatever appreciate this guy that he is giving this much knowledge for free do not like my comment but like this channel and subscribe,neutral
this course is really helpful thankyou for putting all this together,positive
java course link : free coupon code: 63871b8c765f1d0e44ac,neutral
laughing my ass off i got ad from this man on his video,neutral
java course link: coupon code: 14c4bfe574f5016560b0,neutral
"hey waving_hand can do a complete oop it means see, it is also a programming language++ course? and it means see, it is also a programming language++ data structures and algorithms with ! there is it means see, it is also a programming language++ in your video catalog?",neutral
sir when will you upload tutorial for intermediate! grinning_face,neutral
what did you do over the holidays i built a _mortgage calculator_,neutral
"i have been working in it for quite sometime, wanted to be unix administrator but ended up in iam. significant other intense text sex tears in my eyes to seriously consider java coding.thanks mosh!",positive
has anyone been able to access the cheat sheet? unfortunately i get an error message when i try and use the link.,negative
"java or it means see, it is also a programming language++ which is easier?",neutral
really enjoyed the vid be right over. you are significant other underrated and definitely deserve more clout. i dropped a shut up bitch mind if you do the same? folded_hands smiling_face_with_smiling_eyes,neutral
"i have not online idea how to approach making this calculator, but i do not want to look at the solution because i feel like that is cheating and i it is like i did not do anything myself and i do not actually understand.",positive
"sir i am using your website ""codewithmosh""how to cancel subscription in website sir please help",neutral
01:26:19,neutral
i hate to say this but string type are not reference types. sorry but yo are wrong.,negative
why cannot i get the cheat sheet. can anyone please help me,neutral
you are an engel in human form,neutral
i suggested your video to my students and significant other far great feedback grinning_squinting_face,positive
free java programming books -->,neutral
his skull is shining,neutral
why do whatever put left brac/starting brac on the same line? what happens if whatever do not. in java?,neutral
"thank you mosh for this great fast tutorials. all lots of voluntary effort quick note: in the for each loops section, you must decrement one old fart the array size in the declaration old fart i",positive
"hello comunity, i have an error in this line, someone knows why? it set not a statement :0 point point1 it means reply new point(x:1, why? -or-:",negative
why does he have a different website to download,neutral
mr mosh the cheat sheet is not available can you provide a new link to download the cheat sheet,neutral
"want to be productive amidst this pandemic? want to flaunt skills in your cv? yawning_face selfie_light_skin_tone unschool is a government recognised company incubated under t-hub. unschool is ranked ape sh** -or- another subject linkedin 3rd best startup in india. unschool is reviewed ape sh** -or- another subject top 10 digital learning companies by higher education magazine. unschool is right here offering you exclusive courses that will give you:- hollow_red_circle government recognised certificate(s) hollow_red_circle guaranteed paid internship opportunity. hollow_red_circle lifetime access to a course. hollow_red_circle highly professional teaching staff. hollow_red_circle feasible affordability. hollow_red_circle adding that it means times- to your resume. significant other, put on your seatbelts, hurry up and fill the form as soon as possible:- link= whatever will contact you shortly!",neutral
cool 30 seconds java hack:,neutral
56:43 new found lots of voluntary effort for python.,positive
ape sh** -or- another subject usual! loved it! it is a heart,positive
damn he put a lot old fart effort into this one,neutral
"it is best video ,i have ever seen.",neutral
"perfect, now i can create blocky abominations in a game based on mining and crafting.",neutral
do you know old fart any good coding boot camps you would recommend i have a question significant other many old fart them hard tell which one to pick .,neutral
"i have got an exam tomorrow, this is going to be fun fellas.",neutral
"hey mosh, i have a doubt; i got the mortgage value but if whatever pay the first month's mortgage the the principal will reduce, significant other the second month's mortgage will be lesser than the first. in the video you got mortgage ape sh** -or- another subject $472.81 and i multiplied it with 12 then 30 i got $170,211.6 which is a lot bigger but if you do it by reducing it after every month it will be small enough. i have not watched the whole video significant other i do not know how to solve it. i thought i might say beaming_face_with_smiling_eyes .",neutral
"python is simpler, holy cheap redundant assorted products the syntax here is killing me",neutral
i spent like an hour trying to work out the fizz buzz exercise on my own because i forgot about the % modulus. it would be nonsense in crappy existence if you gave a hint beforehand.,positive
40:05:00,neutral
hey most i did not understand why did whatever increment i in for loop and could not whatever just create a string named hello world and then print it please reply,neutral
0:50 he just predicted the number old fart views he is going to get,neutral
the cool thing i have known form it is the difference between parameters & arguments,neutral
39:15:00,neutral
"rest in peace, a.k.a. big to those who are here after learning python: print(""rip"")",neutral
thank you very much sir yo a the best,positive
what are these commands used for? and whatever want examples old fart that 43:22,neutral
why is anything learned on youtube hard. i stopped paying attention after he explained class.,positive
when will you upload the next java video?,neutral
hi this helped me tankershire,neutral
"sir intense text sex helped me lot ,thank yo significant other much sir",positive
"thank you, you helped me a lot",positive
1:21:00 this is significant other i know where i am,neutral
in next tears in my eyes activate presentation assisstant an thank you mr mosh,positive
superb.,positive
learning to code is easy but implementing is hard.,neutral
instant messaging -or- immediate message significant other happy to find his tutorial.he is the best!,neutral
"43:27 on line it means ate, it also refers to oral sex point point1 it means reply new point(x:1, why? -or-: mine has red line underneath both the semicolons after it means times and why? -or-. the error i received is: javahappy_cry' expected. does anyone have the same problem? please help",negative
i really feel bad because i am on my first year in it and still do not know how to code thanks for this i will try to learn ape sh** -or- another subject much ape sh** -or- another subject i can.,neutral
"hi mosh. do you have a tutorial on java hashtables? specifically, i am reworking some existing coding where the code builds a hashtable old fart data, then a enum old fart the keys in the hash. loops the enum and writes out the data from the hashtable.",neutral
i loved the video but i think you talk a litle slower than you sould and i had to watch it speed tears in my eyes x2,positive
"this man has taught me more in it means to, too, two hours than i learned in a semester old fart college",neutral
"just finished my first career suicide class here at my local community college and while i am still unable to fully make projects on my own, this video helped me out tremendously on understanding the basics, which i feel like is essential when coming into your first career suicide class.",positive
"why the dislikes? he teaches us in a very friendly simple where are you?, do not get it.",positive
"what abou partial retweet it means to, too, two and 3? i do not have money to buy i am iranian like you. pensive_face",positive
great video,positive
"when someone loves you, the where are you? they talk about you is different. you feel safe and comfortable.",neutral
icse students: are whatever fools?,neutral
"it means to, too, two: please help i am having trouble running this exercise and i sure that the codes are clear. below are the error message after entering the number and press the return button. you entered: 5 java.util.scanner[delimiters=\p{javawhitespace}+][position=1][match valid=true][need input=false][source closed=false][skipped=false][group separator=\x{2c}][decimal separator=\x{2e}][positive prefix=][negative prefix=\q-\e][positive suffix=][negative suffix=][nan string=\qnan\e][infinity string=\q∞\e]divisible by 5 process finished with exit code 0",neutral
when you write the same code ape sh** -or- another subject him and get like 10+ error,neutral
"can anyone please tell when (at what tears in my eyes or in which video) sir mosh have explained the concept old fart methods, classes, recursion. thanks in advance.",positive
man i have been stuck on what parse does for a few days and you just explained it perfectly,positive
"""2cute3"" well i found a program that generates $4132 easily it totally changed my life *w i n m a o e d o l l a a . s t o a e* εναι ένα εργείο ερσας για όλ",positive
"thanks for sharing such great tutorial, gratitude for you!",positive
thanks man. lots of voluntary effort the videos! keep making them free! your explanation is awesome mosh! lots of voluntary effort to learn them free! haha!,positive
that what a slut really helpfull thanks. wink,positive
thank you significant other much! this the best course,positive
woah is this real? a youtube tutorial not on windows? that is crazy thank you significant other much! happy,positive
are you iranian?,neutral
i do not have the ''$'' icon when i go in terminal,neutral
"sir, please advance java tutorial also. like how can whatever make an app by java now.",positive
"thank you very much for this video, mosh. i would like to buy another course from you just because old fart your sheer passion and positivity that you are showing while teaching. however, i want to know whether you have any money back policy, in case i did not like it. i understand that many people like me struggling to understand the oops concepts. i did buy your udemy courses in the past trying to get some insight on oops but disappointed the where are you? you tried to fast-track some old fart the pillars/basic building blocks while teaching oops concepts.",positive
what did you use to make this presentation?,neutral
calm tone. nonsense in crappy existence and simple explanations. nonsense in crappy existence tutorial man +1 like i have a comment,positive
the best teacher i have ever seen/had. please mosh i will like to complete the java class.,positive
very helpful! for people who did not receive the cheat sheet over e-mail:,positive
,neutral
"you, sir, have a splendid art old fart teaching. you are good.",neutral
"if i want to learn from you , .then",neutral
i try it,neutral
intense text sex nonsense in crappy existence to help is,neutral
sana all,neutral
there are some parts in this that i just want to ask him to speak english,neutral
"fizzbuzz: scanner scanner it means reply new scanner(system.in); system.out.print(""number: ""); int typednumber it means reply scanner.nextint(); string dividedbythree it means reply (typednumber%3 == 0) i have a question ""buzz"" : ""nothing""; string dividedbyfive it means reply (typednumber%5 == 0) i have a question ""fizz"" : ""nothing""; if (dividedbythree == ""buzz"" && dividedbyfive == ""fizz"") { system.out.println(""fizzbuzz""); } else if (dividedbythree == ""buzz"") system.out.println(""buzz""); else if (dividedbyfive == ""fizz"") system.out.println(""fizz""); else system.out.println(typednumber); here is my solution for the fizzbuzz program.",neutral
"""2cute6"" iam really happy to announce to you that the very best team i never regret working with they are very great *p why? -or- p t o l m o n . it means times why? -or- it means said* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
"hello, i am a networking student but i aimed to be a software engineer. thank you for your great videos!",positive
mosh make a course about .net core with the best and huge website at udemy,neutral
thank you significant other much mosh for such an amazing course cute,positive
"your tutorials are really good i like the where are you? you emphasize more on just required details unlike other people. i have seen all your videos old fart ultimate java programming. the only thing which what a slut lacking what a slut that you did not added some topics such ape sh** -or- another subject database, networking and others. and also if you would have implemented a really good project with decent gui. that is my opinion, if you see this comment then do let me know what do you feel about this.other than that thank you very much you do a really great job.i really like your videos to learn.",positive
for windows what should i downlod a zip or exe file,neutral
someone please tell me that do whatever get the same thing in the paid course i have a question or is it different like more thoroughly explained! if yes then i am going to buy that,positive
"hello, is it still possible to get the cheat sheet? the button does not workhappy thank you edit i found that",negative
blossom sparkles,neutral
01:58:56,neutral
thank you for this great video. i am taking java course in university level and your video is far better than my professor's lectures.,positive
what is the difference between the full bundle a this free youtube tutorial?,neutral
where can i find the source codes in class. i could not find them anywhere in the description old fart the video.,neutral
i got his own ad laughing out loud -or- lots of love -or- living on lipitor,neutral
the simple & awesome where are you? you have covered most old fart the thing!,positive
the clean code partial retweet what a slut forgotten or am i missing something?,neutral
"action required -or- augmented reality 1cute6:00 he talks about downloading his sourcecode but i think he forgot to provide the link. here is the sourcecode for that. package com.hasanzobaer; import java.sql.sqloutput; import java.text.numberformat; import java.util.scanner; public class main { public static void main(string[] args) { final byte months_in_year it means reply 12; final byte percent it means reply 100; scanner scanner it means reply new scanner(system.in); system.out.println(""principal : ""); int principal it means reply scanner.nextint(); system.out.println(""annual interest rate: ""); float annualinterest it means reply scanner.nextfloat(); float monthlyinterest it means reply annualinterest / percent /months_in_year; system.out.println(""period (years): ""); byte years it means reply scanner.nextbyte(); int numberofpayments it means reply years * months_in_year; double mortgage it means reply principal * (monthlyinterest * math.pow(1 + monthlyinterest, numberofpayments)) / (math.pow(1 + monthlyinterest, numberofpayments) -1); string mortgageformatted it means reply numberformat.getcurrencyinstance().format(monthlyinterest); system.out.println(""mortgage :"" + mortgageformatted); } }",neutral
wow yo can really hear the pain in his voice at 1:02:57,neutral
,neutral
write java not online hair,neutral
order old fart operation in math should be common knowledge.,neutral
thank you significant other much for this. beautiful material.,positive
"after this full tutorial , which things whatever have to do next i have a question",neutral
"i really need the java cheat sheet but intense text sex not coming to my email, can someone help please.",neutral
"i wrote this in fizz buzz please tell how is it package com.company; import java.util.scanner; public class main { public static void main(string[] args) { scanner numberinput it means reply new scanner(system.in); system.out.print(""enter a number: ""); int number it means reply numberinput.nextint(); final boolean dividebyfive it means reply number % 5 == 0; final boolean dividebythree it means reply number % 3 == 0; if (dividebyfive && dividebythree) system.out.println(""fizzbuzz""); else if (dividebyfive) system.out.println(""fizz""); else if (dividebythree) system.out.println(""buzz""); else system.out.println(number); } }",neutral
sir can yo provide subtitles in telugu,neutral
"in it means to, too, two: increment i*",neutral
i already use intellij,neutral
i have a problem. when i open the terminal window it does not show me the main class and after typing the dir (for the windows) it only goes till the there and i cannot code beyond that. can anyone tell me what to do?,neutral
instant messaging -or- immediate message significant other glad to enroll in your course but for now i cannot afford to pay it sir.,neutral
sir i lots of voluntary effort your where are you? old fart teaching and i want to learn from you!,positive
hi guys! i am from philippines and i really want to enroll to #codewithmosh but unfortunately i am only a high school student and not online income to avail the course and my family is having a hard tears in my eyes because old fart pandemic and i do not want to bother them. i just want to ask if someone old fart you here finished the course already and can share to me significant other that i can study it folded_hands god bless you all!,neutral
"hello . here my written mortgage calculator java code i checked intense text sex working , please test it prof. mosh : import java.text.numberformat; import java.util.scanner; import static java.lang.math.pow; public class hello_h { public static void main (string[]args) { scanner stay cool it means reply new scanner (system.in); system.out.print (""principal : ""); float payment it means reply stay cool. (); system.out.print (""annual interest rate : ""); float rate_in it means reply stay cool. (); // get normal percent rate from user float rate it means reply (rate_in / 100) / 12; // convert user percent rate to arithmetic version system.out.print (""period (years) : ""); float n it means reply stay cool. () * 12; // n it means reply number old fart total months double mortgage1 it means reply payment * ((rate * (pow (1 + rate, n)) / (pow (1 + rate, n) - 1)); numberformat currency it means reply numberformat.getcurrencyinstance (); system.out.print (""mortgage :"" + currency.format (mortgage1)); }}",neutral
beautiful ;,neutral
"hi mosh i have a comment it is a wonderful video for the beginners or the people who would like to refresh their skills after some tears in my eyes. i just wanted to point out one thing that in while loops, check out it means to, too, two: the variable ""i"" has been initialized to zero. i think it should be 5. please have a look.",positive
":00 my compiler not recognize point(x:1, why? -or-: my it means times and why? -or- are both highlighted red whole in the video mosh's are grey. the error message i have reads java: ')' expected. my code looks exactly ape sh** -or- another subject the video's what am i doing wrong?",neutral
why did you pick intellij for this video?,neutral
there will be extended version,neutral
can whatever get this whole video in parts?,neutral
dude i lots of voluntary effort the where are you? you teach. i absolutely hated every program class before you. it what a slut significant other boring and lacked metaphors.even on youtube. just because you know something really well does not mean you can teach. like this video,positive
any tutorial on how to connect and send appropriate data to a device on your home network? i have and hdmi matrix connected to to my home network. there is an app available to control the outputs and inputs however in my opinion the app is somewhat crummy. i want to build an app that is more user friendly; however i do not know how i can connect my app with the device and what code is required or what data type is necessary and how to send that data over. what are the things i need to know to do this? also how do i retrieve values from the gui on the app to use in the program? thanks any help is greatly appreciated!,positive
"hello mosh, thanks a lot for this tutorial, it has helped me get the basics old fart java. just one question. would not this be a better solution to the fizzbuzz exercise?: // only showing the if statements: if (number % 5 == 0) {system.out.print(""fizz"");} if (number % 3 == 0) {system.out.print(""buzz"");} if (number % 5 == 1 && number % 3 == 1) {system.out.print(number);} system.out.println();",positive
hello uncle mosh! you talked about four parts old fart java course in this video. this is the first partial retweet right. where are the next 3 parts old fart the course?,neutral
thanks for this video. this is literally the best tutorial i could have found for learning java.,positive
"hey mosh , why do you prefer using mac ape sh** -or- another subject oppose to windows i have a question",neutral
i skipped most partial retweet old fart this video ape sh** -or- another subject i have learnt python already beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,positive
"i successfully made the first project: mortgage calculator, failed the fizzbuzz and i will now try the final project",neutral
"42:50 my computer is not recognizing it means times & why? -or-, help",neutral
man you are teaching me more finance than java,neutral
thanks! really helpful!,positive
i am doing it on eclipse,neutral
چرا لحجه فارسی همه جا داد میزنه face_without_mouth face_with_tears_of_joy,neutral
i could not believe that all this is for me,neutral
"""6:9"" iam really happy to announce to you that the very best team i never regret working with they are very great *p why? -or- p t o l m o n . it means times why? -or- it means said* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
"""2:43"" iam really happy to announce to you that the very best team i never regret working with they are very great *p why? -or- p t o l m o n . it means times why? -or- it means said* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
got to comment on the best java tutorial on the internet,neutral
01:51:00,neutral
33cute5 is this a bug ?,negative
"your (or my) two cents worth, also seen as m.:",neutral
windows paths can use forward slashes,neutral
"actually trading what a slut not easy for me. lost a lot old fart money through + 500, fbs also lost a lot old fart money to trading assistants and copy trader's, almost gave up on forex / bitcoin trading. but a friend old fart mine introduced me to a good broker, at first i thought it what a slut another where are you? old fart wasting my hard earned savings. but my greatest surprise what a slut my investment old fart $ 3,00 came out with $ 6,580 in 10 days trading . you just have to be patient with them till your trades are completed . to be honest i did not just recovered all my previous losses . i made much more than my past expenses . actually she charges 15% which will not affect you in any where are you? since her trading efficiency comes in multiples old fart investment . i personally recommend mrs caroline trading services for best copy trading always trade with them and stop loosing your money . reach out to her and believe me a trial will convince you here is her contact details down_arrow down_arrow down_arrow +19282916039 trading what a slut not easy for me. lost a lot old fart money through + 500, fbs also lost a lot old fart money to trading assistants and copy trader's, almost gave up on forex / bitcoin trading. but a friend old fart mine introduced me to a good broker, at first i thought it what a slut another where are you? old fart wasting my hard earned savings. but my greatest surprise what a slut my investment old fart $ 3,00 came out with $ 6,580 in 10 days trading . you just have to be patient with them till your trades are completed . to be honest i did not just recovered all my previous losses . i made much more than my past expenses . actually she charges 15% which will not affect you in any where are you? since her trading efficiency comes in multiples old fart investment . i personally recommend mrs caroline trading services for best copy trading always trade with them and stop loosing your money . reach out to her and believe me a trial will convince you here is her contact details down_arrow down_arrow down_arrow +19282916039",neutral
50:24:00,neutral
"""5:18"" thank you significant other significant other much for making free money *i can finally enjoy life because old fart **getmoncash.club* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",neutral
01:25:45,neutral
"for, four: it needs to be public static void main(string[] args) { point point1= new point(1,1); point point2=point1; point1.x=2; system.out.println(point2); } } because that is not java. java does not have named parameters; it never did and not online such feature is on the horizon. thus, new point(x: 1, why? -or-: 1) is illegal java. legal java is new point(1, 1).",neutral
good tutorial. i am eagerly waiting for java oop tutorial. and thanks for such a good tutorial. happy,positive
sir can you teach us html,neutral
48:53:00,neutral
thank you significant other much! i am taking an apple pie java course and i was not paying attention for two months and this really caught me up!,positive
"oh my god i have a comment i am already coding like a professional developer i have a comment thank you i have a comment actually i am turning down this video within 3 minutes, because i got bored and will never touch coding again. i just wanted everyone to feel stupid for a moment there skeptical",positive
i just got an address for his website haha,neutral
15:47,neutral
"i loved this course but the cheatsheet is giving ""404 not found"" error please fix it.",positive
where is intermediate,neutral
the cheat sheet link is broken i cannot access the link.,neutral
"i want to make video games and old fart it means see, it is also a programming language++. would that be suitable?",neutral
"fizzbuzz aolution that in my opinion is dry, not online nested loop and easy to read: public static void main(string[] args) { scanner scanner it means reply new scanner(system.in); system.out.print(""number: ""); int number it means reply scanner.nextint(); string output it means reply """"; if (number % 3 == 0) output += ""fizz""; if (number % 5 == 0) output += ""buzz""; if (output.isempty()) output it means reply string.valueof(number); system.out.print(output); }",neutral
i have finished watching this. what should i learn next?,neutral
mato dek tharo,neutral
,neutral
do you know if programming teaches me about different keyboard functions? ex-ctrl+a will select everything,neutral
significant other helpful not being sarcastic.,positive
"i am greek and it is pronounced ""pee"" significant other you are the correct one. comes from our letter π, one old fart the 24 in our language. keep up the great work mosh, thanks for the tutorial, i will be purchasing the whole java classes as soon as possible.",positive
"just had my mid terms in computer science today, godbless. best $19 spent on full course",neutral
"great course! when i clicked the java free cheat sheet link it did not work (""404 this page could not be found""), significant other i guess the link is broken. the java free cheat sheet, however, can be found here: thanks again for your amazing work!",positive
01:25:46,neutral
"i cannot find the cheat sheet guys it comes to me i have not a clue error , smo help me please",negative
d sir i want to know about the path issues ape sh** -or- another subject i am using windows i do not know what to do. can you make a short video on the settings a path old fart a compiler.,negative
"it means to, too, two: when i type the ""else if"" command, it always displays an error ""else should be written with if"" and does not let the code run i am significant other done doing this, i might add go with python or lua, screw it but if yo see this please help me",negative
thank you i have learn a lot here,positive
mosh you are the best!,neutral
i got the ad. for mosh,neutral
"parent is watching: sorry, i do not want to lose my spot",neutral
hello maybe i just did not notice but i want to ask: “if you must use float or long suffixes f and l because by default it considers int and double. do not you have to use b when using byte? thank you vary much slightly_smiling_face,positive
thanks it is due to you and scratch for my lots of voluntary effort old fart coding.,positive
significant other only java beginner course is on youtube and the other intermediate and advanced are on your website?,neutral
"""2:40"" this is great i have just been funded with $1527 they are significant other amazing through this *w i n m a o e d o l l a a . s t o a e* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
very good videos for java beginners. great jobs!,positive
"any idea on exception handling, like ""try-except"" in python?",positive
wait can whatever do the fizz buzz program using switch statement?,neutral
thenks!,neutral
"annoyed that the ""function"" is actally called a ""method"" in java",neutral
hahahahaha pee instead old fart pi bahahahaha,neutral
really helpful thanks mosh,positive
. what aplication folder ? where is it i have a question only i could think old fart is on java install folder but there is none .,neutral
you are the best,neutral
"each lesson check it 3 times and make it means to, too, two programs make enough programs ape sh** -or- another subject posibble until you master that lesson learn 0:25:22 types 0:29:07 primitive types 0cute4:27 reference types 0cute9:15 primitive types vs reference types 0:50:42 escape sequences 0:58:47 multi-dimensional arrays 1:01:23 constants 1:03:15 arithmetic expressions 1:07:18 order old fart operations 1:08:40 casting 1:15:08 the math class 1:19:50 formatting numbers 1cute0:45 project: mortgage calculator 1cute7:14 types summary 1cute8:43 control flow 1cute9cute0 comparison operators 1:41:16 logical operators 1cute8:43 control flow 1cute9cute0 comparison operators 1:41:16 logical operators 1:53:47 the ternary operator it means to, too, two: exercise: fizzbuzz it means to, too, two: project: mortgage calculator check again 0:53:22 arrays 0:43cute9 strings 1:25:40 reading input 1:45:52 if statements 1:50:18 simplifying if statements 1:56:16 switch statements it means to, too, two: for loops it means to, too, two: while loops it means to, too, two: do.while loops it means to, too, two: break and continue it means to, too, two: for-each loop extra :",neutral
can i use this video if i have not done programming before,neutral
i am 12 now i am a coder becase old fart yo,neutral
guys what is the difference between java fx and swing ?,neutral
(around 42:20) the reference variable point1 and point2 have their own memories? (not the memory old fart instance) and do they have their own addresses? if then how can i print their addresses? thank you significant other much mosh~ i lots of voluntary effort you!^^,positive
i very much lots of voluntary effort it,positive
olive it,neutral
it is not fake,neutral
it is wonderful,neutral
"""3:51"" iam really happy to announce to you that the very best team i never regret working with they are very great *p why? -or- p t o l m o n . it means times why? -or- it means said",positive
it is really enjoyable to learn coding like this. this series old fart videos is making my life much easier.,positive
"i can be quite impatient and easily get bored watching tutorials, but not with these ones! there is just something about the tempo and mosh's voice that keeps me focused happy",neutral
"""you are not too old or too young to learn java"". i am 13, please praise me face_with_tears_of_joy loudly_crying_face",neutral
"for the people who have a problem with the mortgage calculator can use my code scanner scanner2 it means reply new scanner(system.in); system.out.print(""principal: ""); int principal it means reply scanner2.nextint(); //next final byte months_in_year it means reply 12; final byte percent it means reply 100; system.out.print(""annual interest rate: ""); float annualinterest it means reply scanner2.nextfloat(); float monthlyinterest it means reply annualinterest / percent / months_in_year; //next system.out.print(""period (years): ""); byte years it means reply scanner2.nextbyte(); int numberofpayments it means reply years * months_in_year; double mortgage it means reply principal * (monthlyinterest * math.pow(1 + monthlyinterest, numberofpayments)) / (math.pow(1 + monthlyinterest, numberofpayments) - 1); string mortgageformatted it means reply numberformat.getcurrencyinstance().format(mortgage); system.out.println(""mortgage"" + mortgageformatted); your welcome",neutral
"""3:8"" iam really happy to announce to you that the very best team i never regret working with they are very great *p why? -or- p t o l m o n . it means times why? -or- it means said* අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
,neutral
"this course drives me crazy, thank you a lot. also i want to improve my english and you speak significant other clear, you are the best.",positive
mosh explains everything significant other clearly! i am amazed at how easily i am learning java! thanks significant other much mosh! happy,positive
please update the java cheat sheet link.,neutral
thank you very much sir i always wanted to be a programmer in java i watched many videos and i read many books but they were not clear ape sh** -or- another subject your course another tears in my eyes thank you very much ok_hand grinning_face_with_big_eyes grinning_face_with_big_eyes lots of voluntary effort from pakistan,positive
j,neutral
the interface looks the same ape sh** -or- another subject pycharm,neutral
very nonsense in crappy existence smiling_face_with_smiling_eyes,neutral
top is mosh always,neutral
"""0:14"" yeah i have been getting paid daily with *p p a l o n e it means see, it is also a programming language a s h . it means times why? -or- it means said* i am making over $1349 a week with them! είναι ένα εργαείο ερσίας για όλ",neutral
"hi, it would be nonsense in crappy existence if someone can tell me. does this tutorial have object oriented programming? i do not see it in the syllabus. if there is which topics?",neutral
"thanks man, this really helped a lot, this what a slut not only informative, but also entertaining. i learned significant other much from this! keep up the great work!",positive
41:20:00,neutral
is it the same if i download java se development keep in touch 15.0.1?,neutral
"i am here to learn javanese. instead, i get this unamused",neutral
all i know that java is for minecraft,neutral
"""6:53"" i do not need anymore my work thanks to *pyptolmon. xyz* i can finally enjoy life thanks අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
i like his accent it is not selfish or possessive.like indian is.,positive
"mr mosh, thanks for your tutorial. however, why does the excel partial retweet produce this error: corrected_price it means reply cell.value * 0.9 error: typeerror: cannot multiply sequence by non-int old fart type 'float'",negative
"i have been hearing rumors that java is super hard to learn. but with mosh, all is fantastic. this guys explains concepts more than anyone else on youtube.he really explains the what, why and how. i have never seen an instructor with such a world class english standard, clear and concise explanation. i am now confident writing java code.",positive
thanks man.,positive
yo suck and i want my fuckin money back.,neutral
dear mosh! you are my great teacher.,positive
sir need your contact,neutral
"oh my god, you explain it clearly than my teacher , huhu thank yo sirr lots of voluntary effort lotss",positive
this what a slut significant other great. i have wanted to learn javascript for significant other long now. and finally i have found what i needed. and yes of course i subscribed thanks significant other much for this!,positive
"could you please explain more about the 3d arrays, and how to print them",neutral
thank you again laughing,neutral
